id,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2622602,2,2017-12-27T17:27:37Z,2017-12-27T18:26:59Z,41.304485,-73.099419,NA,NA,3.680000067,Center lane closed due to accident on CT-8 Northbound from Exit 12 Old Stratford Rd to Exit 13 Bridgeport Ave.,NA,Constitution Blvd,R,Shelton,Fairfield,CT,6484,US,US/Eastern,KHVN,2017-12-27 17:53,19.9,12.1,37,30.46,10,North,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1248860,2,2020-10-10T18:30:00Z,2020-10-10T20:45:35Z,27.942963,-82.544907,27.905533,-82.633767,6.01,Incident on I-275 SB near MM 35 Expect delays.,NA,I-275 S,R,Tampa,Hillsborough,FL,33609,US,US/Eastern,KTPA,2020-10-10 18:53,83,83,72,29.88,10,S,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2586577,2,2020-11-08T20:54:00Z,2020-11-09T02:09:23Z,28.394695,-81.416032,28.394733,-81.416161,0.008,Incident on WHISPER LAKES BLVD near THURSTON WAY Expect delays.,2799,Whisper Lakes Blvd,R,Orlando,Orange,FL,32837,US,US/Eastern,KMCO,nan,NA,NA,NA,NA,NA,nan,NA,NA,nan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2187096,3,2018-10-10T18:17:32Z,2018-10-10T18:47:10Z,36.156502,-86.823181,36.156502,-86.823181,0,Accident on I-440 Westbound at I-40.,NA,I-40 E,R,Nashville,Davidson,TN,37209,US,US/Central,KBNA,2018-10-10 17:53,73.9,NA,91,29.75,7,West,3.5,0.22,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-620174,2,2016-06-22T08:36:20Z,2016-06-22T09:18:00Z,34.03038,-118.148857,34.03038,-118.148857,0,Accident on Via San Delarro St both ways between Hillview Ave and Margaret Ave.,5369,Via San Delarro St,L,Los Angeles,Los Angeles,CA,90022-2114,US,US/Pacific,KCQT,2016-06-22 8:47,73,NA,71,29.95,4,Calm,NA,NA,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-543389,2,2017-10-17T08:14:37Z,2017-10-17T08:59:25Z,33.96743,-118.23584,33.96743,-118.23584,0,Accident on Nadeau St at Alix Ave.,2028,Nadeau St,R,Los Angeles,Los Angeles,CA,90001-3547,US,US/Pacific,KCQT,2017-10-17 7:47,68,NA,37,29.98,10,Calm,NA,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2001471,2,2017-11-14T13:28:38Z,2017-11-14T19:28:38Z,41.59567,-93.616137,41.595832,-93.619554,0.177,At 3rd St/Exit 8A - Accident.,NA,I-235 W,R,Des Moines,Polk,IA,50309,US,US/Central,KDSM,2017-11-14 13:20,50,NA,93,29.98,1.5,South,11.5,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-296365,2,2017-03-27T12:12:53Z,2017-03-27T12:57:23Z,30.261206,-97.736534,NA,NA,0.17,Accident on Cesar Chavez St between Sabine St and I-35.,NA,I-35 S,R,Austin,Travis,TX,78701,US,US/Central,KATT,2017-03-27 11:51,80.1,NA,64,29.88,10,Calm,NA,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-537715,3,2018-10-30T15:37:25Z,2018-10-30T16:07:11Z,36.082424,-86.763962,36.082424,-86.763962,0,Accident on I-65 Southbound at Exits 78 78A-B TN-255 Harding Pl.,NA,I-65 S,R,Nashville,Davidson,TN,37220,US,US/Central,KBNA,2018-10-30 15:53,75.9,NA,46,30.04,10,SSW,13.8,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2557834,2,2020-12-19T02:39:30Z,2020-12-19T04:54:38Z,39.947298,-75.969398,39.947078,-75.972444,0.162,Incident on LOWER VALLEY RD near MAIN ST Drive with caution.,137,Lower Valley Rd,R,Atglen,Chester,PA,19310-9724,US,US/Eastern,KMQS,2020-12-19 2:35,18,18,86,29.67,10,NW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1089219,2,2020-11-23T23:06:09Z,2020-11-23T23:27:30Z,32.513989,-93.728434,32.511685,-93.739988,0.692,Slow traffic on US-71 N - I-20 W from I-20/LA-3/Benton Spur Rd (US-71) to I-20/LA-1/Spring St (US-71) due to accident.,NA,I-20 W,R,Bossier City,Bossier,LA,71111,US,US/Central,KDTN,2020-11-23 22:53,51,51,66,29.96,10,ESE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-751550,2,2020-11-28T13:01:02Z,2020-11-29T06:52:50Z,32.191128,-80.749504,32.194468,-80.743731,0.409,Incident on MARSHLAND RD near RIVER CLUB DR Expect delays.,2,River Club Dr,R,Hilton Head Island,Beaufort,SC,29926-2312,US,US/Eastern,KHXD,2020-11-28 12:50,57,57,94,30.06,1,ENE,8,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2538945,2,2020-04-07T01:54:06Z,2020-04-07T02:09:06Z,32.88406,-117.22817,32.88406,-117.22817,0,At La Jolla Village Dr/Exit 28B - Accident. Hard shoulder blocked.,NA,San Diego Fwy S,R,La Jolla,San Diego,CA,92093,US,US/Pacific,KMYF,2020-04-07 1:53,55,55,89,29.6,3,NNW,5,0.22,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-504034,2,2017-08-01T14:28:24Z,2017-08-01T14:58:08Z,33.701244,-79.015404,33.701244,-79.015404,0,Accident on SC-544 at SC-31 Carolina Bays Pkwy.,7100,Highway 544,R,Myrtle Beach,Horry,SC,29588-9202,US,US/Eastern,KMYR,2017-08-01 14:50,84.2,NA,55,30.07,10,SE,12.7,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-501101,2,2017-04-03T20:59:18Z,2017-04-03T21:28:59Z,32.836967,-96.930458,NA,NA,0.01,#3 lane blocked due to accident on TX-183 Westbound at Carl Rd.,NA,TX-183 W,R,Irving,Dallas,TX,75062,US,US/Central,KDFW,2017-04-03 20:53,70,NA,51,29.66,10,SSE,3.5,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1633017,3,2020-07-14T17:05:07Z,2020-07-14T18:42:17Z,30.434889,-88.656021,30.434889,-88.656021,0,Left lane blocked due to accident on I-10 Westbound after Exit 61 Gautier-Vancleave Rd.,NA,Gautier Vancleave Rd,R,Gautier,Jackson,MS,39553,US,US/Central,KPQL,2020-07-14 16:53,89,89,67,29.96,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1239266,2,2020-03-12T03:35:22Z,2020-03-12T04:50:10Z,34.255795,-118.32592,NA,NA,0,Right hand shoulder blocked due to accident on I-210 Westbound at Exit 11 Sunland Blvd.,NA,Foothill Fwy W,R,Sunland,Los Angeles,CA,91040,US,US/Pacific,KBUR,2020-03-12 3:53,55,55,69,29.03,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1001860,2,2020-01-10T09:30:30Z,2020-01-10T11:30:00Z,40.10973,-111.63176,40.10973,-111.63176,0,At UT-198/E Canyon Rd - Accident. Right lane closed.,1372,E Center St,L,Spanish Fork,Utah,UT,84660-2312,US,US/Mountain,KPVU,2020-01-10 9:56,29,20,67,25.68,10,NW,10,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2588343,2,2018-10-05T19:12:22Z,2018-10-05T23:12:22Z,44.678142,-118.217634,44.677143,-118.20549,0.601,At NF-1085 - Accident.,NA,Sumpter Stage Hwy,R,Sumpter,Baker,OR,97877,US,US/Pacific,KBKE,2018-10-05 18:53,51.1,NA,54,30.02,10,SSE,6.9,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1635171,3,2017-04-07T16:25:23Z,2017-04-07T22:25:23Z,39.24765,-76.67644,39.25479,-76.68693,0.747,At I-95/Exit 11 - Accident.,NA,I-695 W,R,Halethorpe,Baltimore County,MD,21227,US,US/Eastern,KBWI,2017-04-07 16:54,46,37.6,51,29.64,10,WNW,24.2,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-718521,1,2020-05-20T06:43:00Z,2020-05-20T08:43:00Z,35.9112,-79.95002,35.9112,-79.95002,0,At Main St - Accident. Two lanes closed.,NA,I-85 S,R,High Point,Randolph,NC,27263,US,US/Eastern,KGSO,2020-05-20 6:54,48,42,96,29.06,1,NE,16,0.09,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2448547,2,2019-08-30T18:07:00Z,2019-08-30T19:40:30Z,32.827728,-117.166129,32.827728,-117.166129,0,At CA-274/Balboa Ave/Exit 21 - Accident.,NA,I-805 S,R,San Diego,San Diego,CA,92117,US,US/Pacific,KMYF,2019-08-30 17:53,79,79,56,29.46,10,WNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2748208,2,2018-06-06T15:38:45Z,2018-06-06T21:38:45Z,42.580368,-83.031068,42.58039,-83.03046,0.031,At Van Dyke Ave - Accident. Left lane blocked.,7937,17 Mile Rd,L,Sterling Heights,Macomb,MI,48313,US,US/Eastern,KMTC,2018-06-06 15:56,66.9,NA,55,29.98,10,SSE,5.8,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-42575,2,2019-10-08T08:58:38Z,2019-10-08T09:28:01Z,39.2488,-77.27639,39.24868,-77.27643,0.009,At Snowden Farm Pkwy - Accident.,24100,Snowden Farm Pkwy,L,Clarksburg,Montgomery,MD,20871,US,US/Eastern,KGAI,2019-10-08 8:56,56,56,84,29.65,10,VAR,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-450328,2,2019-08-27T20:00:08Z,2019-08-27T21:18:47Z,37.317863,-121.978287,NA,NA,0,Right hand shoulder blocked due to accident on I-280 Southbound before Exit 7 Saratoga Ave.,NA,I-280 S,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2019-08-27 19:53,73,73,55,29.75,10,WNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2460532,2,2019-02-22T10:52:02Z,2019-02-22T11:21:47Z,35.672279,-78.833939,35.672279,-78.833939,0,Accident on NC-55 Main St at Easton St.,1484,N Main St,R,Holly Springs,Wake,NC,27540-8682,US,US/Eastern,KTTA,2019-02-22 10:45,48.4,NA,99,30.3,10,Calm,NA,0.01,Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1924120,2,2018-08-08T11:58:41Z,2018-08-08T12:58:21Z,30.358818,-97.67086,30.358818,-97.67086,0,Accident on Dessau Rd at Meadowmear Dr.,1499,Meadowmear Dr,R,Austin,Travis,TX,78753-4423,US,US/Central,KATT,2018-08-08 15:51,100.9,NA,28,29.93,10,Variable,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-239582,2,2019-06-10T17:37:57Z,2019-06-10T18:55:28Z,34.983341,-81.971642,34.983341,-81.971642,0,Accident on Hearon cir at SC-56 Asheville Hwy.,1876,Asheville Hwy,R,Spartanburg,Spartanburg,SC,29303-2010,US,US/Eastern,KSPA,2019-06-10 17:35,79,79,69,29.08,10,WSW,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2718186,2,2018-02-26T19:14:37Z,2018-02-26T20:20:00Z,34.456509,-79.336716,34.456509,-79.336716,0,Restrictions due to accident on US-301 at Country Club Rd.,299,E Country Club Rd,R,Hamer,Dillon,SC,29547-7101,US,US/Eastern,KLBT,2018-02-26 19:15,50,NA,96,30.25,5,NNE,18.4,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2749945,3,2017-08-11T11:27:26Z,2017-08-11T11:56:25Z,40.849857,-73.943268,40.849857,-73.943268,0,Right lane blocked due to accident on I-95 George Washington Brg Southbound near Exit 1 Riverside Dr.,NA,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-08-11 11:51,80.1,NA,47,30.14,10,Variable,3.5,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-573606,2,2018-09-20T16:07:41Z,2018-09-20T16:37:31Z,39.74374,-84.159264,39.74374,-84.159264,0,Accident on Highland Ave at Eva St.,1150,Highland Ave,L,Dayton,Montgomery,OH,45410-2322,US,US/Eastern,KFFO,2018-09-20 15:56,91,NA,47,30.01,10,South,11.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-573339,2,2020-02-25T09:08:15Z,2020-02-25T10:23:00Z,37.779316,-122.170151,NA,NA,0,Left hand shoulder blocked due to accident on I-580 Westbound at Exit 27A Edwards Ave.,NA,I-580 W,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2020-02-25 8:53,59,59,67,30.31,10,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1630027,2,2020-11-25T12:59:48Z,2020-11-25T20:59:48Z,45.538855,-118.458162,45.497715,-118.418162,3.439,A crash has occurred causing no to minimum delays. Use caution.,NA,I-84 E,R,Meacham,Umatilla,OR,97859,US,US/Pacific,KMEH,2020-11-25 12:56,34,34,85,26.18,0.5,CALM,0,0.06,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2217826,2,2019-06-24T19:05:10Z,2019-06-24T19:51:42Z,30.364164,-97.714516,30.364164,-97.714516,0,Accident on Ohlen Rd at Payton Gin Rd.,NA,Payton Gin Rd,R,Austin,Travis,TX,78758,US,US/Central,KATT,2019-06-24 18:51,76,76,71,29.14,10,VAR,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2547452,3,2018-07-07T13:10:29Z,2018-07-07T13:40:04Z,26.394215,-80.093292,26.394215,-80.093292,0,Right lane blocked due to accident on I-95 Northbound at Exit 48 FL-794 Yamato Rd.,NA,I-95 N,R,Boca Raton,Palm Beach,FL,33431,US,US/Eastern,KBCT,2018-07-07 12:50,89.6,NA,55,30.13,10,ESE,8.1,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1085779,3,2020-12-06T20:13:43Z,2020-12-07T05:28:58Z,40.820919,-73.889069,40.820919,-73.889069,0,Right lane blocked due to accident on I-278 Bruckner Expy Eastbound before NY-895.,NA,Bruckner Expy E,R,Bronx,Bronx,NY,10459,US,US/Eastern,KLGA,2020-12-06 19:51,37,27,52,29.82,10,WNW,17,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2210652,2,2020-12-28T12:02:00Z,2020-12-28T13:21:04Z,30.317233,-81.734794,30.315643,-81.748434,0.821,Incident on I-10 WB near CASSAT AVE Left lane blocked.,NA,FL-8 W,R,Jacksonville,Duval,FL,32254,US,US/Eastern,KNIP,2020-12-28 11:53,66,66,56,30.29,10,NNE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-706485,2,2020-11-07T01:36:00Z,2020-11-07T04:33:41Z,33.944846,-118.099154,33.939206,-118.095394,0.445,JSO 5. RP-BLK KIA FORTE CD,NA,I-5 S,R,Downey,Los Angeles,CA,90240,US,US/Pacific,KCQT,2020-11-07 1:52,57,57,69,29.5,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2203844,2,2020-01-14T08:54:57Z,2020-01-14T09:24:29Z,33.55409,-112.03778,33.56444,-112.03393,0.749,At Northern Ave/Exit 7 - Accident. Lane blocked.,NA,Piestewa Fwy N,R,Phoenix,Maricopa,AZ,85028,US,US/Mountain,KSDL,2020-01-14 8:53,46,46,58,28.42,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2255181,3,2020-05-14T18:04:23Z,2020-05-14T19:04:23Z,38.83121,-104.84067,38.83121,-104.84067,0,At S 8th St/S Limit St - Accident. Left lane blocked.,NA,S 8th St,R,Colorado Springs,El Paso,CO,80905,US,US/Mountain,KCOS,2020-05-14 17:54,71,71,26,23.81,10,S,14,0,Mostly Cloudy,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2006061,3,2018-11-27T19:18:37Z,2018-11-27T19:48:30Z,33.71611,-84.31045,33.718346,-84.315175,0.312,Between Gresham Rd/Exit 63 and Flat Shoals Rd/Exit 62 - Accident.,NA,GA-402 W,R,Decatur,DeKalb,GA,30032,US,US/Eastern,KPDK,2018-11-27 18:53,34,23.4,52,30.03,10,WNW,17.3,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1797480,2,2017-06-21T10:05:05Z,2017-06-21T16:05:05Z,40.605966,-112.294323,40.605966,-112.294323,0,At E Erda Way - Accident.,4258,Highway 36,R,Tooele,Tooele,UT,84074-9589,US,US/Mountain,KT62,2017-06-21 9:58,73,73,47,25.5,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2129212,4,2020-12-03T14:47:00Z,2020-12-03T21:29:18Z,41.227043,-73.425203,41.220613,-73.427543,0.461,Incident on US-7 SB near EXIT 3 Road closed. Take alternate route.,521,Danbury Rd,L,Wilton,Fairfield,CT,06897-2214,US,US/Eastern,KDXR,2020-12-03 14:53,47,43,42,29.64,10,SW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-903588,3,2017-12-21T18:47:23Z,2017-12-21T19:16:46Z,40.819302,-73.930626,NA,NA,0,Accident on I-87 Major Deegan Expy Northbound at Exit 4 149th St.,NA,E 149th St,R,Bronx,Bronx,NY,10451,US,US/Eastern,KLGA,2017-12-21 18:51,39,33.4,41,30.27,10,North,8.1,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2106297,4,2019-10-06T00:45:51Z,2019-10-06T01:14:18Z,25.7695,-80.32034,25.7707,-80.32019,0.083,Ramp closed to SR-968/W Flagler St and SR-836-TOLL Eastbound and SR-969 - Road closed due to accident.,NA,Palmetto Expy N,R,Miami,Miami-Dade,FL,33144,US,US/Eastern,KMIA,2019-10-06 0:53,84,84,65,29.91,10,ENE,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1940555,2,2020-05-10T07:46:38Z,2020-05-10T09:01:47Z,45.13287,-118.96285,45.13287,-118.96285,0,At NF-140 - Accident.,NA,Pendleton John Day Hwy,R,Pilot Rock,Umatilla,OR,97868,US,US/Pacific,KPDT,2020-05-10 7:53,58,58,51,28.37,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2176030,3,2018-06-13T17:47:59Z,2018-06-13T23:47:59Z,37.794294,-122.206052,37.794294,-122.206052,0,At 35th Ave - Accident. Lane blocked.,NA,I-580 E,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2018-06-13 17:53,66,NA,70,29.79,8,WSW,17.3,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2044413,2,2019-10-01T09:52:57Z,2019-10-01T11:07:55Z,29.758261,-95.344254,29.758261,-95.344254,0,Accident on Navigation Blvd at St Charles St.,2501,Navigation Blvd,L,Houston,Harris,TX,77003-1512,US,US/Central,KMCJ,2019-10-01 9:53,85,85,67,29.96,10,SE,10,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1521283,2,2019-12-03T10:44:00Z,2019-12-03T11:39:28Z,37.277869,-120.443576,37.277869,-120.443576,0,At Plainsburg Rd - Accident.,NA,CA-99 S,R,Merced,Merced,CA,95341,US,US/Pacific,KMCE,2019-12-03 15:53,52,52,89,29.83,7,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1892235,2,2016-10-05T20:35:53Z,2016-10-06T02:35:53Z,27.41115,-80.40147,27.40847,-80.40038,0.197,At SR-70/Exit 152 - Accident.,NA,Florida's Tpke S,R,Fort Pierce,St. Lucie,FL,34945,US,US/Eastern,KFPR,2016-10-05 20:53,81,NA,91,29.85,10,NE,5.8,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1321041,2,2019-06-15T13:49:33Z,2019-06-15T14:36:00Z,32.981449,-80.086998,32.981449,-80.086998,0,Accident on US-78 at Ingleside Blvd.,3200,Ingleside Blvd,L,Ladson,Charleston,SC,29456-4141,US,US/Eastern,KCHS,2019-06-15 13:56,83,83,49,30.12,10,SSE,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2199157,2,2020-11-25T22:15:00Z,2020-11-26T00:15:00Z,33.908582,-84.228969,33.918242,-84.196939,1.954,Incident on I-85 NB near GA-140 Left lane blocked.,NA,GA-403 N,R,Norcross,Gwinnett,GA,30071,US,US/Eastern,KPDK,2020-11-25 21:53,59,59,100,29.03,10,SSE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1926571,2,2016-11-22T17:43:44Z,2016-11-22T18:13:44Z,41.350388,-72.964195,NA,NA,0.01,Accident on CT-15 Southbound at Exit 60 CT-10 Dixwell Ave.,NA,CT-15 S,R,Hamden,New Haven,CT,6514,US,US/Eastern,KHVN,2016-11-22 17:53,37,30.4,52,30.11,10,NNW,9.2,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2082080,3,2018-03-09T07:33:44Z,2018-03-09T08:03:28Z,38.800014,-77.075317,38.800014,-77.075317,0,Accident on I-95 Capital Beltway Northbound at Exits 176A 176B VA-241 Telegraph Rd.,NA,Capital Beltway E,R,Alexandria,Alexandria,VA,22314,US,US/Eastern,KDCA,2018-03-09 7:52,36,27.1,44,29.93,10,West,13.8,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
